state,action_index,action,next_state,probability
297,50,Declaration REJECTED by MISSING,333,1.0
291,4,Permit FINAL_APPROVED by SUPERVISOR,295,1.0
304,28,Declaration REJECTED by SUPERVISOR,341,1.0
341,20,Declaration REJECTED by EMPLOYEE,316,1.0
304,10,Declaration FINAL_APPROVED by SUPERVISOR,311,1.0
164,5,Start trip,25,1.0
267,52,Request For Payment REJECTED by MISSING,342,1.0
342,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
304,48,Declaration REJECTED by PRE_APPROVER,343,1.0
343,20,Declaration REJECTED by EMPLOYEE,316,1.0
15,24,Permit REJECTED by SUPERVISOR,47,1.0
337,14,Request For Payment SUBMITTED by EMPLOYEE,17,1.0
17,47,Request For Payment APPROVED by PRE_APPROVER,344,1.0
344,4,Permit FINAL_APPROVED by SUPERVISOR,20,1.0
31,43,Permit REJECTED by MISSING,164,1.0
164,11,Request Payment,23,1.0
327,39,Request For Payment REJECTED by SUPERVISOR,345,1.0
345,35,Request For Payment REJECTED by EMPLOYEE,288,1.0
290,5,Start trip,296,1.0
296,1,Permit SUBMITTED by EMPLOYEE,291,1.0
295,6,End trip,297,1.0
262,51,Permit REJECTED by PRE_APPROVER,346,1.0
346,25,Permit REJECTED by EMPLOYEE,286,1.0
327,5,Start trip,270,1.0
332,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
311,50,Declaration REJECTED by MISSING,333,1.0
344,17,Request For Payment FINAL_APPROVED by SUPERVISOR,22,1.0
17,17,Request For Payment FINAL_APPROVED by SUPERVISOR,22,1.0
24,43,Permit REJECTED by MISSING,164,1.0
22,52,Request For Payment REJECTED by MISSING,347,1.0
347,14,Request For Payment SUBMITTED by EMPLOYEE,17,1.0
314,7,Declaration SUBMITTED by EMPLOYEE,304,1.0
335,7,Declaration SUBMITTED by EMPLOYEE,304,1.0
311,10,Declaration FINAL_APPROVED by SUPERVISOR,311,1.0
310,11,Request Payment,310,1.0
304,7,Declaration SUBMITTED by EMPLOYEE,304,1.0
311,49,Declaration APPROVED by PRE_APPROVER,335,1.0
311,7,Declaration SUBMITTED by EMPLOYEE,304,1.0
312,11,Request Payment,310,1.0
312,6,End trip,297,1.0
291,24,Permit REJECTED by SUPERVISOR,348,1.0
348,25,Permit REJECTED by EMPLOYEE,294,1.0
337,6,End trip,26,1.0
164,21,Permit SAVED by EMPLOYEE,37,1.0
298,7,Declaration SUBMITTED by EMPLOYEE,304,1.0
295,43,Permit REJECTED by MISSING,349,1.0
349,5,Start trip,296,1.0
325,22,Permit APPROVED by SUPERVISOR,276,1.0
51,43,Permit REJECTED by MISSING,164,1.0
331,28,Declaration REJECTED by SUPERVISOR,284,1.0
331,32,Declaration APPROVED by SUPERVISOR,323,1.0
323,33,Declaration FINAL_APPROVED by DIRECTOR,324,1.0
324,11,Request Payment,268,1.0
297,1,Permit SUBMITTED by EMPLOYEE,291,1.0
335,28,Declaration REJECTED by SUPERVISOR,341,1.0
304,6,End trip,297,1.0
334,5,Start trip,296,1.0
296,4,Permit FINAL_APPROVED by SUPERVISOR,295,1.0
277,7,Declaration SUBMITTED by EMPLOYEE,272,1.0
271,48,Declaration REJECTED by PRE_APPROVER,328,1.0
272,32,Declaration APPROVED by SUPERVISOR,323,1.0
324,50,Declaration REJECTED by MISSING,332,1.0
272,33,Declaration FINAL_APPROVED by DIRECTOR,324,1.0
324,32,Declaration APPROVED by SUPERVISOR,323,1.0
262,24,Permit REJECTED by SUPERVISOR,322,1.0
265,37,Request For Payment APPROVED by SUPERVISOR,317,1.0
272,5,Start trip,270,1.0
271,49,Declaration APPROVED by PRE_APPROVER,331,1.0
310,5,Start trip,296,1.0
296,12,Payment Handled,312,1.0
320,40,Declaration REJECTED by DIRECTOR,350,1.0
350,20,Declaration REJECTED by EMPLOYEE,316,1.0
313,5,Start trip,296,1.0
296,23,Permit FINAL_APPROVED by DIRECTOR,314,1.0
314,6,End trip,297,1.0
349,1,Permit SUBMITTED by EMPLOYEE,291,1.0
312,49,Declaration APPROVED by PRE_APPROVER,335,1.0
265,39,Request For Payment REJECTED by SUPERVISOR,345,1.0
271,10,Declaration FINAL_APPROVED by SUPERVISOR,274,1.0
337,22,Permit APPROVED by SUPERVISOR,54,1.0
292,5,Start trip,296,1.0
325,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
327,4,Permit FINAL_APPROVED by SUPERVISOR,264,1.0
334,24,Permit REJECTED by SUPERVISOR,348,1.0
280,5,Start trip,270,1.0
304,5,Start trip,296,1.0
297,49,Declaration APPROVED by PRE_APPROVER,335,1.0
31,31,Declaration SAVED by EMPLOYEE,51,1.0
51,11,Request Payment,23,1.0
25,23,Permit FINAL_APPROVED by DIRECTOR,55,1.0
341,7,Declaration SUBMITTED by EMPLOYEE,304,1.0
320,20,Declaration REJECTED by EMPLOYEE,316,1.0
316,20,Declaration REJECTED by EMPLOYEE,316,1.0
316,33,Declaration FINAL_APPROVED by DIRECTOR,321,1.0
274,7,Declaration SUBMITTED by EMPLOYEE,272,1.0
273,11,Request Payment,268,1.0
347,7,Declaration SUBMITTED by EMPLOYEE,28,1.0
31,50,Declaration REJECTED by MISSING,351,1.0
351,14,Request For Payment SUBMITTED by EMPLOYEE,17,1.0
351,43,Permit REJECTED by MISSING,164,1.0
291,51,Permit REJECTED by PRE_APPROVER,352,1.0
352,25,Permit REJECTED by EMPLOYEE,294,1.0
55,7,Declaration SUBMITTED by EMPLOYEE,28,1.0
268,52,Request For Payment REJECTED by MISSING,342,1.0
342,5,Start trip,270,1.0
326,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
288,35,Request For Payment REJECTED by EMPLOYEE,288,1.0
297,43,Permit REJECTED by MISSING,349,1.0
327,47,Request For Payment APPROVED by PRE_APPROVER,327,1.0
277,5,Start trip,270,1.0
268,16,Request For Payment APPROVED by BUDGET OWNER,280,1.0
297,11,Request Payment,310,1.0
296,48,Declaration REJECTED by PRE_APPROVER,343,1.0
343,6,End trip,297,1.0
297,20,Declaration REJECTED by EMPLOYEE,316,1.0
15,51,Permit REJECTED by PRE_APPROVER,353,1.0
353,25,Permit REJECTED by EMPLOYEE,48,1.0
334,6,End trip,297,1.0
269,50,Declaration REJECTED by MISSING,332,1.0
55,43,Permit REJECTED by MISSING,164,1.0
164,6,End trip,26,1.0
28,32,Declaration APPROVED by SUPERVISOR,59,1.0
297,19,Declaration REJECTED by ADMINISTRATION,315,1.0
301,46,Request For Payment REJECTED by PRE_APPROVER,354,1.0
354,35,Request For Payment REJECTED by EMPLOYEE,307,1.0
23,43,Permit REJECTED by MISSING,164,1.0
164,12,Payment Handled,24,1.0
266,39,Request For Payment REJECTED by SUPERVISOR,345,1.0
273,28,Declaration REJECTED by SUPERVISOR,284,1.0
271,31,Declaration SAVED by EMPLOYEE,289,1.0
289,13,archive_application,275,1.0
31,6,End trip,26,1.0
26,11,Request Payment,23,1.0
264,43,Permit REJECTED by MISSING,355,1.0
355,1,Permit SUBMITTED by EMPLOYEE,262,1.0
327,37,Request For Payment APPROVED by SUPERVISOR,317,1.0
317,17,Request For Payment FINAL_APPROVED by SUPERVISOR,267,1.0
267,38,Request For Payment FINAL_APPROVED by DIRECTOR,318,1.0
269,52,Request For Payment REJECTED by MISSING,342,1.0
317,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
327,38,Request For Payment FINAL_APPROVED by DIRECTOR,318,1.0
318,17,Request For Payment FINAL_APPROVED by SUPERVISOR,267,1.0
343,7,Declaration SUBMITTED by EMPLOYEE,304,1.0
335,20,Declaration REJECTED by EMPLOYEE,316,1.0
316,10,Declaration FINAL_APPROVED by SUPERVISOR,311,1.0
297,27,Request For Payment SAVED by EMPLOYEE,319,1.0
319,7,Declaration SUBMITTED by EMPLOYEE,304,1.0
334,23,Permit FINAL_APPROVED by DIRECTOR,314,1.0
314,22,Permit APPROVED by SUPERVISOR,313,1.0
308,28,Declaration REJECTED by SUPERVISOR,341,1.0
269,43,Permit REJECTED by MISSING,355,1.0
355,5,Start trip,270,1.0
271,1,Permit SUBMITTED by EMPLOYEE,262,1.0
300,6,End trip,297,1.0
335,33,Declaration FINAL_APPROVED by DIRECTOR,321,1.0
321,32,Declaration APPROVED by SUPERVISOR,320,1.0
320,11,Request Payment,310,1.0
28,48,Declaration REJECTED by PRE_APPROVER,356,1.0
356,43,Permit REJECTED by MISSING,164,1.0
164,20,Declaration REJECTED by EMPLOYEE,36,1.0
308,29,Declaration REJECTED by BUDGET OWNER,357,1.0
357,20,Declaration REJECTED by EMPLOYEE,316,1.0
309,32,Declaration APPROVED by SUPERVISOR,320,1.0
295,18,Send Reminder,298,1.0
294,5,Start trip,296,1.0
296,43,Permit REJECTED by MISSING,349,1.0
272,12,Payment Handled,269,1.0
269,49,Declaration APPROVED by PRE_APPROVER,331,1.0
310,50,Declaration REJECTED by MISSING,333,1.0
333,12,Payment Handled,312,1.0
308,6,End trip,297,1.0
297,10,Declaration FINAL_APPROVED by SUPERVISOR,311,1.0
331,33,Declaration FINAL_APPROVED by DIRECTOR,324,1.0
297,23,Permit FINAL_APPROVED by DIRECTOR,314,1.0
297,13,archive_application,299,1.0
296,22,Permit APPROVED by SUPERVISOR,313,1.0
277,27,Request For Payment SAVED by EMPLOYEE,358,1.0
358,14,Request For Payment SUBMITTED by EMPLOYEE,265,1.0
345,7,Declaration SUBMITTED by EMPLOYEE,272,1.0
272,35,Request For Payment REJECTED by EMPLOYEE,288,1.0
288,10,Declaration FINAL_APPROVED by SUPERVISOR,274,1.0
277,43,Permit REJECTED by MISSING,355,1.0
271,43,Permit REJECTED by MISSING,355,1.0
277,18,Send Reminder,278,1.0
338,7,Declaration SUBMITTED by EMPLOYEE,28,1.0
356,7,Declaration SUBMITTED by EMPLOYEE,28,1.0
31,20,Declaration REJECTED by EMPLOYEE,36,1.0
31,7,Declaration SUBMITTED by EMPLOYEE,28,1.0
356,20,Declaration REJECTED by EMPLOYEE,36,1.0
267,43,Permit REJECTED by MISSING,355,1.0
355,11,Request Payment,268,1.0
269,1,Permit SUBMITTED by EMPLOYEE,262,1.0
295,27,Request For Payment SAVED by EMPLOYEE,319,1.0
319,5,Start trip,296,1.0
351,13,archive_application,32,1.0
288,11,Request Payment,268,1.0
308,19,Declaration REJECTED by ADMINISTRATION,315,1.0
315,10,Declaration FINAL_APPROVED by SUPERVISOR,311,1.0
311,20,Declaration REJECTED by EMPLOYEE,316,1.0
316,11,Request Payment,310,1.0
278,31,Declaration SAVED by EMPLOYEE,289,1.0
308,7,Declaration SUBMITTED by EMPLOYEE,304,1.0
309,9,Declaration APPROVED by BUDGET OWNER,309,1.0
296,28,Declaration REJECTED by SUPERVISOR,341,1.0
341,6,End trip,297,1.0
335,5,Start trip,296,1.0
296,10,Declaration FINAL_APPROVED by SUPERVISOR,311,1.0
292,6,End trip,297,1.0
297,3,Permit APPROVED by BUDGET OWNER,300,1.0
314,43,Permit REJECTED by MISSING,349,1.0
328,7,Declaration SUBMITTED by EMPLOYEE,272,1.0
282,20,Declaration REJECTED by EMPLOYEE,282,1.0
291,5,Start trip,296,1.0
297,2,Permit APPROVED by ADMINISTRATION,292,1.0
314,18,Send Reminder,298,1.0
351,7,Declaration SUBMITTED by EMPLOYEE,28,1.0
348,5,Start trip,296,1.0
297,25,Permit REJECTED by EMPLOYEE,294,1.0
280,11,Request Payment,268,1.0
300,22,Permit APPROVED by SUPERVISOR,313,1.0
273,29,Declaration REJECTED by BUDGET OWNER,359,1.0
359,20,Declaration REJECTED by EMPLOYEE,282,1.0
291,30,Permit REJECTED by ADMINISTRATION,360,1.0
360,25,Permit REJECTED by EMPLOYEE,294,1.0
315,6,End trip,297,1.0
